time_stamp,gnb_id,UE-1 TP,UE-2 TP,UE-3 TP,UE-4 TP,UE-5 TP,UE-6 TP,UE-7 TP,UE-8 TP,UE-9 TP,UE-10 TP,UE-11 TP,Total_Throughput
23.80,AnchorGNB-1,550.00,550.00,550.00,40.00,2.00,72.00,1.00,71.00,5.00,21.00,5.00,1867.00
23.90,AnchorGNB-1,550.00,550.00,550.00,11.00,20.00,25.00,71.00,70.00,10.00,11.00,160.00,2028.00
24.00,AnchorGNB-1,385.00,385.00,385.00,7.00,0.00,0.70,3.50,0.00,14.00,4.20,8.40,1192.80
24.10,AnchorGNB-1,550.00,550.00,550.00,1.00,350.00,480.00,5.00,160.00,40.00,12.00,110.00,2808.00
24.20,AnchorGNB-1,550.00,550.00,550.00,420.00,220.00,420.00,160.00,110.00,2.00,1.00,20.00,3003.00
24.30,AnchorGNB-1,550.00,550.00,550.00,480.00,280.00,40.00,1.00,75.00,2.00,2.00,2.00,2532.00
24.40,AnchorGNB-1,550.00,550.00,550.00,40.00,70.00,160.00,30.00,20.00,70.00,22.00,160.00,2222.00
24.50,AnchorGNB-1,550.00,550.00,550.00,280.00,350.00,280.00,75.00,290.00,162.00,10.00,10.00,3107.00
24.60,AnchorGNB-1,280.00,550.00,550.00,160.00,420.00,550.00,2.00,40.00,10.00,1.00,2.00,2565.00
24.70,AnchorGNB-1,550.00,550.00,550.00,220.00,220.00,40.00,10.00,22.00,40.00,15.00,10.00,2227.00
24.80,AnchorGNB-1,550.00,550.00,550.00,160.00,10.00,220.00,5.00,220.00,30.00,40.00,280.00,2615.00
24.90,AnchorGNB-1,550.00,550.00,550.00,0.00,70.00,10.00,20.00,280.00,1.00,1.00,3.00,2035.00
25.00,AnchorGNB-1,385.00,385.00,385.00,49.00,2.10,10.50,28.00,385.00,14.70,3.50,154.00,1801.80
25.10,AnchorGNB-1,550.00,550.00,550.00,1.00,30.00,480.00,2.00,550.00,41.00,162.00,45.00,2961.00
25.20,AnchorGNB-1,550.00,550.00,550.00,5.00,1.00,72.00,10.00,550.00,75.00,80.00,40.00,2483.00
25.30,AnchorGNB-1,550.00,550.00,550.00,5.00,5.00,1.00,2.00,550.00,6.00,10.00,70.00,2299.00
25.40,AnchorGNB-1,550.00,550.00,550.00,4.00,42.00,15.00,10.00,160.00,161.00,110.00,20.00,2172.00
25.50,AnchorGNB-1,550.00,550.00,550.00,45.00,2.00,1.00,111.00,280.00,20.00,72.00,112.00,2293.00
25.60,AnchorGNB-1,550.00,550.00,550.00,30.00,1.00,20.00,10.00,550.00,2.00,260.00,20.00,2543.00
25.70,AnchorGNB-1,550.00,550.00,550.00,0.00,20.00,0.00,1.00,550.00,110.00,60.00,5.00,2396.00
25.80,AnchorGNB-1,550.00,550.00,550.00,10.00,4.00,10.00,10.00,5.00,1.00,40.00,220.00,1950.00
25.90,AnchorGNB-1,550.00,550.00,550.00,2.00,20.00,2.00,10.00,550.00,10.00,11.00,22.00,2277.00
26.00,AnchorGNB-1,0.00,385.00,385.00,0.00,0.00,0.00,77.00,297.50,49.00,1.40,14.70,1209.60
26.10,AnchorGNB-1,550.00,280.00,420.00,220.00,350.00,350.00,10.00,110.00,5.00,2.00,2.00,2299.00
26.20,AnchorGNB-1,550.00,550.00,280.00,220.00,70.00,220.00,40.00,360.00,20.00,70.00,2.00,2382.00
26.30,AnchorGNB-1,280.00,70.00,420.00,160.00,111.00,110.00,11.00,10.00,20.00,11.00,110.00,1313.00
26.40,AnchorGNB-1,550.00,550.00,550.00,70.00,350.00,70.00,1.00,110.00,10.00,12.00,10.00,2283.00
26.50,AnchorGNB-1,350.00,551.00,550.00,350.00,110.00,550.00,10.00,551.00,3.00,40.00,2.00,3067.00
26.60,AnchorGNB-1,280.00,550.00,550.00,70.00,350.00,70.00,20.00,280.00,10.00,40.00,110.00,2330.00
26.70,AnchorGNB-1,550.00,550.00,550.00,220.00,551.00,70.00,72.00,110.00,20.00,11.00,2.00,2706.00
26.80,AnchorGNB-1,550.00,420.00,550.00,22.00,40.00,220.00,5.00,110.00,5.00,5.00,110.00,2037.00
26.90,AnchorGNB-1,550.00,160.00,480.00,220.00,550.00,220.00,21.00,110.00,20.00,3.00,70.00,2404.00
27.00,AnchorGNB-1,7.00,1.40,154.70,1.40,78.40,113.40,14.00,3.50,14.70,49.70,8.40,446.60
27.10,AnchorGNB-1,60.00,490.00,2.00,5.00,70.00,3.00,5.00,21.00,10.00,41.00,12.00,719.00
27.20,AnchorGNB-1,7.00,21.00,20.00,3.00,5.00,7.00,1.00,230.00,20.00,45.00,110.00,469.00
27.30,AnchorGNB-1,1.00,12.00,220.00,22.00,25.00,2.00,60.00,41.00,5.00,110.00,110.00,608.00
27.40,AnchorGNB-1,1.00,22.00,11.00,80.00,20.00,5.00,4.00,80.00,70.00,12.00,7.00,312.00
27.50,AnchorGNB-1,1.00,40.00,110.00,2.00,10.00,20.00,20.00,45.00,160.00,2.00,72.00,482.00
27.60,AnchorGNB-1,20.00,111.00,50.00,111.00,70.00,40.00,0.00,5.00,40.00,20.00,25.00,492.00
27.70,AnchorGNB-1,60.00,40.00,10.00,20.00,11.00,10.00,115.00,20.00,50.00,50.00,72.00,458.00
27.80,AnchorGNB-1,40.00,25.00,2.00,75.00,2.00,20.00,180.00,2.00,115.00,75.00,120.00,656.00
27.90,AnchorGNB-1,1.00,1.00,11.00,20.00,21.00,45.00,7.00,280.00,20.00,45.00,20.00,471.00
28.00,AnchorGNB-1,112.00,49.00,385.00,49.70,196.00,0.00,4.90,21.00,0.70,14.00,77.00,909.30
28.10,AnchorGNB-1,550.00,550.00,550.00,420.00,550.00,160.00,0.00,5.00,70.00,2.00,40.00,2897.00
28.20,AnchorGNB-1,220.00,350.00,350.00,280.00,160.00,20.00,300.00,72.00,5.00,30.00,0.00,1787.00
28.30,AnchorGNB-1,550.00,550.00,550.00,70.00,220.00,110.00,0.00,0.00,40.00,1.00,2.00,2093.00
28.40,AnchorGNB-1,350.00,550.00,160.00,550.00,110.00,220.00,21.00,7.00,10.00,221.00,5.00,2204.00
28.50,AnchorGNB-1,420.00,550.00,480.00,11.00,20.00,0.00,3.00,45.00,160.00,30.00,6.00,1725.00
28.60,AnchorGNB-1,550.00,550.00,550.00,160.00,220.00,5.00,20.00,20.00,71.00,220.00,40.00,2406.00
28.70,AnchorGNB-1,350.00,480.00,550.00,220.00,40.00,280.00,5.00,10.00,21.00,21.00,20.00,1997.00
28.80,AnchorGNB-1,550.00,422.00,550.00,160.00,550.00,220.00,0.00,421.00,20.00,10.00,110.00,3013.00
28.90,AnchorGNB-1,550.00,160.00,550.00,220.00,280.00,550.00,90.00,3.00,5.00,1.00,71.00,2480.00
29.00,AnchorGNB-1,385.00,385.00,385.00,2.10,0.70,0.70,0.70,1.40,29.40,49.00,3.50,1242.50
29.10,AnchorGNB-1,550.00,550.00,550.00,5.00,5.00,2.00,2.00,70.00,10.00,75.00,110.00,1929.00
29.20,AnchorGNB-1,550.00,550.00,550.00,20.00,7.00,2.00,1.00,280.00,10.00,1.00,70.00,2041.00
29.30,AnchorGNB-1,550.00,550.00,550.00,10.00,40.00,6.00,21.00,20.00,10.00,0.00,90.00,1847.00
29.40,AnchorGNB-1,550.00,550.00,550.00,10.00,21.00,1.00,10.00,161.00,42.00,352.00,71.00,2318.00
29.50,AnchorGNB-1,550.00,550.00,550.00,6.00,1.00,10.00,1.00,4.00,111.00,551.00,111.00,2445.00
29.60,AnchorGNB-1,550.00,550.00,550.00,40.00,10.00,110.00,10.00,22.00,550.00,20.00,160.00,2572.00
29.70,AnchorGNB-1,550.00,550.00,550.00,1.00,90.00,10.00,1.00,11.00,2.00,1.00,110.00,1876.00
29.80,AnchorGNB-1,550.00,550.00,550.00,2.00,7.00,1.00,10.00,590.00,10.00,45.00,40.00,2355.00
29.90,AnchorGNB-1,550.00,550.00,550.00,5.00,2.00,0.00,20.00,1.00,160.00,111.00,110.00,2059.00
30.00,AnchorGNB-1,0.00,385.00,385.00,28.00,0.00,0.70,3.50,7.00,231.00,0.00,31.50,1071.70
30.10,AnchorGNB-1,550.00,280.00,550.00,280.00,162.00,160.00,110.00,1.00,110.00,3.00,70.00,2276.00
30.20,AnchorGNB-1,550.00,550.00,550.00,160.00,160.00,550.00,5.00,20.00,40.00,70.00,110.00,2765.00
30.30,AnchorGNB-1,550.00,550.00,550.00,40.00,280.00,280.00,40.00,6.00,5.00,4.00,20.00,2325.00
30.40,AnchorGNB-1,550.00,550.00,550.00,160.00,225.00,421.00,10.00,20.00,40.00,551.00,21.00,3098.00
30.50,AnchorGNB-1,550.00,550.00,550.00,281.00,420.00,110.00,5.00,80.00,160.00,42.00,5.00,2753.00
30.60,AnchorGNB-1,550.00,550.00,550.00,70.00,550.00,280.00,10.00,5.00,220.00,1.00,70.00,2856.00
30.70,AnchorGNB-1,550.00,550.00,550.00,20.00,110.00,160.00,3.00,22.00,70.00,5.00,12.00,2052.00
30.80,AnchorGNB-1,550.00,550.00,550.00,550.00,110.00,40.00,10.00,5.00,161.00,2.00,10.00,2538.00
30.90,AnchorGNB-1,550.00,550.00,550.00,5.00,280.00,550.00,1.00,5.00,12.00,22.00,70.00,2595.00
