UE_ID,x,y,t
UE-2,450,25,9
UE-2,650,25,10
UE-2,750,25,11
UE-2,450,25,12
UE-2,250,25,13
UE-2,50,25,14
UE-2,250,25,15
UE-2,450,25,16
UE-2,650,25,17
UE-2,750,25,18
UE-2,450,25,19
UE-2,250,25,20
UE-2,50,25,21
UE-2,250,25,22
UE-2,450,25,23
UE-2,650,25,24
UE-2,750,25,25
UE-2,450,25,26
UE-2,250,25,27
UE-2,50,25,28
UE-2,250,25,29
UE-2,450,25,30
UE-2,650,25,31
UE-2,750,25,32
UE-2,50,25,33
UE-2,250,25,34
UE-2,450,25,35
UE-2,650,25,36
UE-2,750,25,37
UE-2,50,25,38
UE-2,250,25,39
UE-2,450,25,40
UE-2,650,25,41
UE-2,750,25,42
UE-2,50,25,43
UE-2,250,25,44
UE-2,450,25,45
UE-2,650,25,46
UE-2,750,25,47
UE-2,50,25,48
UE-2,250,25,49
UE-2,450,25,50
UE-2,650,25,51
UE-2,750,25,52
UE-2,50,25,53
UE-2,250,25,54
UE-2,450,25,55
UE-2,650,25,56
UE-2,750,25,57
UE-2,50,25,58
UE-2,250,25,59
UE-2,450,25,60
UE-2,650,25,61
UE-2,750,25,62
UE-2,50,25,63
UE-2,250,25,64
UE-2,450,25,65
UE-2,650,25,66
UE-2,750,25,67
UE-2,50,25,68
UE-2,250,25,69
UE-2,450,25,70
UE-2,650,25,71
UE-2,750,25,72
UE-2,50,25,73
UE-2,250,25,74
UE-2,450,25,75
UE-2,650,25,76
UE-2,750,25,77
UE-2,50,25,78
UE-2,250,25,79
UE-2,450,25,80
UE-2,650,25,81
UE-2,750,25,82
UE-2,50,25,83
UE-2,250,25,84
UE-2,450,25,85
UE-2,650,25,86
UE-2,750,25,87
UE-2,50,25,88
UE-2,250,25,89
UE-2,450,25,90
UE-2,650,25,91
UE-2,750,25,92
UE-2,50,25,93
UE-2,250,25,94
UE-2,450,25,95
UE-2,650,25,96
UE-2,750,25,97
UE-2,50,25,98
UE-2,250,25,99
UE-2,450,25,100
UE-2,650,25,101
UE-2,750,25,102
UE-2,50,25,103
UE-2,250,25,104
UE-2,450,25,105
UE-2,650,25,106
UE-2,750,25,107
UE-2,50,25,108
UE-2,250,25,109
UE-2,450,25,110
UE-2,650,25,111
UE-2,750,25,112
UE-2,50,25,113
UE-2,250,25,114
UE-2,450,25,115
UE-2,650,25,116
UE-2,750,25,117
UE-2,50,25,118
UE-2,250,25,119
UE-2,450,25,120
,,,
UE-3,50,40,0
UE-3,250,40,1
UE-3,450,40,2
UE-3,650,40,3
UE-3,750,40,4
UE-3,450,40,5
UE-3,250,40,6
UE-3,50,40,7
UE-3,250,40,8
UE-3,450,40,9
UE-3,650,40,10
UE-3,750,40,11
UE-3,450,40,12
UE-3,250,40,13
UE-3,50,40,14
UE-3,250,40,15
UE-3,450,40,16
UE-3,650,40,17
UE-3,750,40,18
UE-3,450,40,19
UE-3,250,40,20
UE-3,50,40,21
UE-3,250,40,22
UE-3,450,40,23
UE-3,650,40,24
UE-3,750,40,25
UE-3,450,40,26
UE-3,250,40,27
UE-3,50,40,28
UE-3,250,40,29
UE-3,450,40,30
UE-3,50,40,31
UE-3,250,40,32
UE-3,450,40,33
UE-3,650,40,34
UE-3,750,40,35
UE-3,450,40,36
UE-3,250,40,37
UE-3,50,40,38
UE-3,250,40,39
UE-3,450,40,40
UE-3,650,40,41
UE-3,750,40,42
UE-3,450,40,43
UE-3,250,40,44
UE-3,50,40,45
UE-3,250,40,46
UE-3,450,40,47
UE-3,650,40,48
UE-3,750,40,49
UE-3,450,40,50
UE-3,250,40,51
UE-3,50,40,52
UE-3,250,40,53
UE-3,450,40,54
UE-3,650,40,55
UE-3,750,40,56
UE-3,450,40,57
UE-3,250,40,58
UE-3,50,40,59
UE-3,250,40,60
UE-3,450,40,61
UE-3,50,40,62
UE-3,250,40,63
UE-3,450,40,64
UE-3,650,40,65
UE-3,750,40,66
UE-3,450,40,67
UE-3,250,40,68
UE-3,50,40,69
UE-3,250,40,70
UE-3,450,40,71
UE-3,650,40,72
UE-3,750,40,73
UE-3,450,40,74
UE-3,250,40,75
UE-3,50,40,76
UE-3,250,40,77
UE-3,450,40,78
UE-3,650,40,79
UE-3,750,40,80
UE-3,450,40,81
UE-3,250,40,82
UE-3,50,40,83
UE-3,250,40,84
UE-3,450,40,85
UE-3,650,40,86
UE-3,750,40,87
UE-3,450,40,88
UE-3,250,40,89
UE-3,50,40,90
UE-3,250,40,91
UE-3,450,40,92
UE-3,50,40,93
UE-3,250,40,94
UE-3,450,40,95
UE-3,650,40,96
UE-3,750,40,97
UE-3,450,40,98
UE-3,250,40,99
UE-3,50,40,100
UE-3,250,40,101
UE-3,450,40,102
UE-3,650,40,103
UE-3,750,40,104
UE-3,450,40,105
UE-3,250,40,106
UE-3,50,40,107
UE-3,250,40,108
UE-3,450,40,109
UE-3,650,40,110
UE-3,750,40,111
UE-3,450,40,112
UE-3,250,40,113
UE-3,50,40,114
UE-3,250,40,115
UE-3,450,40,116
UE-3,650,40,117
UE-3,750,40,118
UE-3,450,40,119
UE-3,250,40,120
,,,
UE-4,10,50,0
UE-4,10,250,1
UE-4,10,450,2
UE-4,10,600,3
UE-4,10,450,4
UE-4,10,250,5
UE-4,10,50,6
UE-4,10,250,7
UE-4,10,450,8
UE-4,10,600,9
UE-4,10,450,10
UE-4,10,250,11
UE-4,10,50,12
UE-4,10,250,13
UE-4,10,450,14
UE-4,10,600,15
UE-4,10,450,16
UE-4,10,250,17
UE-4,10,50,18
UE-4,10,250,19
UE-4,10,450,20
UE-4,10,600,21
UE-4,10,450,22
UE-4,10,250,23
UE-4,10,50,24
UE-4,10,250,25
UE-4,10,450,26
UE-4,10,600,27
UE-4,10,450,28
UE-4,10,250,29
UE-4,10,50,30
UE-4,10,50,31
UE-4,10,250,32
UE-4,10,450,33
UE-4,10,600,34
UE-4,10,450,35
UE-4,10,250,36
UE-4,10,50,37
UE-4,10,250,38
UE-4,10,450,39
UE-4,10,600,40
UE-4,10,450,41
UE-4,10,250,42
UE-4,10,50,43
UE-4,10,250,44
UE-4,10,450,45
UE-4,10,600,46
UE-4,10,450,47
UE-4,10,250,48
UE-4,10,50,49
UE-4,10,250,50
UE-4,10,450,51
UE-4,10,600,52
UE-4,10,450,53
UE-4,10,250,54
UE-4,10,50,55
UE-4,10,250,56
UE-4,10,450,57
UE-4,10,600,58
UE-4,10,450,59
UE-4,10,250,60
UE-4,10,50,61
UE-4,10,50,62
UE-4,10,250,63
UE-4,10,450,64
UE-4,10,600,65
UE-4,10,450,66
UE-4,10,250,67
UE-4,10,50,68
UE-4,10,250,69
UE-4,10,450,70
UE-4,10,600,71
UE-4,10,450,72
UE-4,10,250,73
UE-4,10,50,74
UE-4,10,250,75
UE-4,10,450,76
UE-4,10,600,77
UE-4,10,450,78
UE-4,10,250,79
UE-4,10,50,80
UE-4,10,250,81
UE-4,10,450,82
UE-4,10,600,83
UE-4,10,450,84
UE-4,10,250,85
UE-4,10,50,86
UE-4,10,250,87
UE-4,10,450,88
UE-4,10,600,89
UE-4,10,450,90
UE-4,10,250,91
UE-4,10,50,92
UE-4,10,50,93
UE-4,10,250,94
UE-4,10,450,95
UE-4,10,600,96
UE-4,10,450,97
UE-4,10,250,98
UE-4,10,50,99
UE-4,10,250,100
UE-4,10,450,101
UE-4,10,600,102
UE-4,10,450,103
UE-4,10,250,104
UE-4,10,50,105
UE-4,10,250,106
UE-4,10,450,107
UE-4,10,600,108
UE-4,10,450,109
UE-4,10,250,110
UE-4,10,50,111
UE-4,10,250,112
UE-4,10,450,113
UE-4,10,600,114
UE-4,10,450,115
UE-4,10,250,116
UE-4,10,50,117
UE-4,10,250,118
UE-4,10,450,119
UE-4,10,600,120
,,,
UE-5,25,50,0
UE-5,25,250,1
UE-5,25,450,2
UE-5,25,600,3
UE-5,25,450,4
UE-5,25,250,5
UE-5,25,50,6
UE-5,25,250,7
UE-5,25,450,8
UE-5,25,600,9
UE-5,25,450,10
UE-5,25,250,11
UE-5,25,50,12
UE-5,25,250,13
UE-5,25,450,14
UE-5,25,600,15
UE-5,25,450,16
UE-5,25,250,17
UE-5,25,50,18
UE-5,25,250,19
UE-5,25,450,20
UE-5,25,600,21
UE-5,25,450,22
UE-5,25,250,23
UE-5,25,50,24
UE-5,25,250,25
UE-5,25,450,26
UE-5,25,600,27
UE-5,25,450,28
UE-5,25,250,29
UE-5,25,50,30
UE-5,25,50,31
UE-5,25,250,32
UE-5,25,450,33
UE-5,25,600,34
UE-5,25,450,35
UE-5,25,250,36
UE-5,25,50,37
UE-5,25,250,38
UE-5,25,450,39
UE-5,25,600,40
UE-5,25,450,41
UE-5,25,250,42
UE-5,25,50,43
UE-5,25,250,44
UE-5,25,450,45
UE-5,25,600,46
UE-5,25,450,47
UE-5,25,250,48
UE-5,25,50,49
UE-5,25,250,50
UE-5,25,450,51
UE-5,25,600,52
UE-5,25,450,53
UE-5,25,250,54
UE-5,25,50,55
UE-5,25,250,56
UE-5,25,450,57
UE-5,25,600,58
UE-5,25,450,59
UE-5,25,250,60
UE-5,25,50,61
UE-5,25,50,62
UE-5,25,250,63
UE-5,25,450,64
UE-5,25,600,65
UE-5,25,450,66
UE-5,25,250,67
UE-5,25,50,68
UE-5,25,250,69
UE-5,25,450,70
UE-5,25,600,71
UE-5,25,450,72
UE-5,25,250,73
UE-5,25,50,74
UE-5,25,250,75
UE-5,25,450,76
UE-5,25,600,77
UE-5,25,450,78
UE-5,25,250,79
UE-5,25,50,80
UE-5,25,250,81
UE-5,25,450,82
UE-5,25,600,83
UE-5,25,450,84
UE-5,25,250,85
UE-5,25,50,86
UE-5,25,250,87
UE-5,25,450,88
UE-5,25,600,89
UE-5,25,450,90
UE-5,25,250,91
UE-5,25,50,92
UE-5,25,50,93
UE-5,25,250,94
UE-5,25,450,95
UE-5,25,600,96
UE-5,25,450,97
UE-5,25,250,98
UE-5,25,50,99
UE-5,25,250,100
UE-5,25,450,101
UE-5,25,600,102
UE-5,25,450,103
UE-5,25,250,104
UE-5,25,50,105
UE-5,25,250,106
UE-5,25,450,107
UE-5,25,600,108
UE-5,25,450,109
UE-5,25,250,110
UE-5,25,50,111
UE-5,25,250,112
UE-5,25,450,113
UE-5,25,600,114
UE-5,25,450,115
UE-5,25,250,116
UE-5,25,50,117
UE-5,25,250,118
UE-5,25,450,119
UE-5,25,600,120
,,,
UE-6,40,50,0
UE-6,40,250,1
UE-6,40,450,2
UE-6,40,600,3
UE-6,40,450,4
UE-6,40,250,5
UE-6,40,50,6
UE-6,40,250,7
UE-6,40,450,8
UE-6,40,600,9
UE-6,40,450,10
UE-6,40,250,11
UE-6,40,50,12
UE-6,40,250,13
UE-6,40,450,14
UE-6,40,600,15
UE-6,40,450,16
UE-6,40,250,17
UE-6,40,50,18
UE-6,40,250,19
UE-6,40,450,20
UE-6,40,600,21
UE-6,40,450,22
UE-6,40,250,23
UE-6,40,50,24
UE-6,40,250,25
UE-6,40,450,26
UE-6,40,600,27
UE-6,40,450,28
UE-6,40,250,29
UE-6,40,50,30
UE-6,40,50,31
UE-6,40,250,32
UE-6,40,450,33
UE-6,40,600,34
UE-6,40,450,35
UE-6,40,250,36
UE-6,40,50,37
UE-6,40,250,38
UE-6,40,450,39
UE-6,40,600,40
UE-6,40,450,41
UE-6,40,250,42
UE-6,40,50,43
UE-6,40,250,44
UE-6,40,450,45
UE-6,40,600,46
UE-6,40,450,47
UE-6,40,250,48
UE-6,40,50,49
UE-6,40,250,50
UE-6,40,450,51
UE-6,40,600,52
UE-6,40,450,53
UE-6,40,250,54
UE-6,40,50,55
UE-6,40,250,56
UE-6,40,450,57
UE-6,40,600,58
UE-6,40,450,59
UE-6,40,250,60
UE-6,40,50,61
UE-6,40,50,62
UE-6,40,250,63
UE-6,40,450,64
UE-6,40,600,65
UE-6,40,450,66
UE-6,40,250,67
UE-6,40,50,68
UE-6,40,250,69
UE-6,40,450,70
UE-6,40,600,71
UE-6,40,450,72
UE-6,40,250,73
UE-6,40,50,74
UE-6,40,250,75
UE-6,40,450,76
UE-6,40,600,77
UE-6,40,450,78
UE-6,40,250,79
UE-6,40,50,80
UE-6,40,250,81
UE-6,40,450,82
UE-6,40,600,83
UE-6,40,450,84
UE-6,40,250,85
UE-6,40,50,86
UE-6,40,250,87
UE-6,40,450,88
UE-6,40,600,89
UE-6,40,450,90
UE-6,40,250,91
UE-6,40,50,92
UE-6,40,50,93
UE-6,40,250,94
UE-6,40,450,95
UE-6,40,600,96
UE-6,40,450,97
UE-6,40,250,98
UE-6,40,50,99
UE-6,40,250,100
UE-6,40,450,101
UE-6,40,600,102
UE-6,40,450,103
UE-6,40,250,104
UE-6,40,50,105
UE-6,40,250,106
UE-6,40,450,107
UE-6,40,600,108
UE-6,40,450,109
UE-6,40,250,110
UE-6,40,50,111
UE-6,40,250,112
UE-6,40,450,113
UE-6,40,600,114
UE-6,40,450,115
UE-6,40,250,116
UE-6,40,50,117
UE-6,40,250,118
UE-6,40,450,119
UE-6,40,600,120
,,,
UE-7,760,50,0
UE-7,760,250,1
UE-7,760,450,2
UE-7,760,600,3
UE-7,760,450,4
UE-7,760,250,5
UE-7,760,50,6
UE-7,760,250,7
UE-7,760,450,8
UE-7,760,600,9
UE-7,760,450,10
UE-7,760,250,11
UE-7,760,50,12
UE-7,760,250,13
UE-7,760,450,14
UE-7,760,600,15
UE-7,760,450,16
UE-7,760,250,17
UE-7,760,50,18
UE-7,760,250,19
UE-7,760,450,20
UE-7,760,600,21
UE-7,760,450,22
UE-7,760,250,23
UE-7,760,50,24
UE-7,760,250,25
UE-7,760,450,26
UE-7,760,600,27
UE-7,760,450,28
UE-7,760,250,29
UE-7,760,50,30
UE-7,760,50,31
UE-7,760,250,32
UE-7,760,450,33
UE-7,760,600,34
UE-7,760,450,35
UE-7,760,250,36
UE-7,760,50,37
UE-7,760,250,38
UE-7,760,450,39
UE-7,760,600,40
UE-7,760,450,41
UE-7,760,250,42
UE-7,760,50,43
UE-7,760,250,44
UE-7,760,450,45
UE-7,760,600,46
UE-7,760,450,47
UE-7,760,250,48
UE-7,760,50,49
UE-7,760,250,50
UE-7,760,450,51
UE-7,760,600,52
UE-7,760,450,53
UE-7,760,250,54
UE-7,760,50,55
UE-7,760,250,56
UE-7,760,450,57
UE-7,760,600,58
UE-7,760,450,59
UE-7,760,250,60
UE-7,760,50,61
UE-7,760,50,62
UE-7,760,250,63
UE-7,760,450,64
UE-7,760,600,65
UE-7,760,450,66
UE-7,760,250,67
UE-7,760,50,68
UE-7,760,250,69
UE-7,760,450,70
UE-7,760,600,71
UE-7,760,450,72
UE-7,760,250,73
UE-7,760,50,74
UE-7,760,250,75
UE-7,760,450,76
UE-7,760,600,77
UE-7,760,450,78
UE-7,760,250,79
UE-7,760,50,80
UE-7,760,250,81
UE-7,760,450,82
UE-7,760,600,83
UE-7,760,450,84
UE-7,760,250,85
UE-7,760,50,86
UE-7,760,250,87
UE-7,760,450,88
UE-7,760,600,89
UE-7,760,450,90
UE-7,760,250,91
UE-7,760,50,92
UE-7,760,50,93
UE-7,760,250,94
UE-7,760,450,95
UE-7,760,600,96
UE-7,760,450,97
UE-7,760,250,98
UE-7,760,50,99
UE-7,760,250,100
UE-7,760,450,101
UE-7,760,600,102
UE-7,760,450,103
UE-7,760,250,104
UE-7,760,50,105
UE-7,760,250,106
UE-7,760,450,107
UE-7,760,600,108
UE-7,760,450,109
UE-7,760,250,110
UE-7,760,50,111
UE-7,760,250,112
UE-7,760,450,113
UE-7,760,600,114
UE-7,760,450,115
UE-7,760,250,116
UE-7,760,50,117
UE-7,760,250,118
UE-7,760,450,119
UE-7,760,600,120
,,,
UE-8,775,50,0
UE-8,775,250,1
UE-8,775,450,2
UE-8,775,600,3
UE-8,775,450,4
UE-8,775,250,5
UE-8,775,50,6
UE-8,775,250,7
UE-8,775,450,8
UE-8,775,600,9
UE-8,775,450,10
UE-8,775,250,11
UE-8,775,50,12
UE-8,775,250,13
UE-8,775,450,14
UE-8,775,600,15
UE-8,775,450,16
UE-8,775,250,17
UE-8,775,50,18
UE-8,775,250,19
UE-8,775,450,20
UE-8,775,600,21
UE-8,775,450,22
UE-8,775,250,23
UE-8,775,50,24
UE-8,775,250,25
UE-8,775,450,26
UE-8,775,600,27
UE-8,775,450,28
UE-8,775,250,29
UE-8,775,50,30
UE-8,775,50,31
UE-8,775,250,32
UE-8,775,450,33
UE-8,775,600,34
UE-8,775,450,35
UE-8,775,250,36
UE-8,775,50,37
UE-8,775,250,38
UE-8,775,450,39
UE-8,775,600,40
UE-8,775,450,41
UE-8,775,250,42
UE-8,775,50,43
UE-8,775,250,44
UE-8,775,450,45
UE-8,775,600,46
UE-8,775,450,47
UE-8,775,250,48
UE-8,775,50,49
UE-8,775,250,50
UE-8,775,450,51
UE-8,775,600,52
UE-8,775,450,53
UE-8,775,250,54
UE-8,775,50,55
UE-8,775,250,56
UE-8,775,450,57
UE-8,775,600,58
UE-8,775,450,59
UE-8,775,250,60
UE-8,775,50,61
UE-8,775,50,62
UE-8,775,250,63
UE-8,775,450,64
UE-8,775,600,65
UE-8,775,450,66
UE-8,775,250,67
UE-8,775,50,68
UE-8,775,250,69
UE-8,775,450,70
UE-8,775,600,71
UE-8,775,450,72
UE-8,775,250,73
UE-8,775,50,74
UE-8,775,250,75
UE-8,775,450,76
UE-8,775,600,77
UE-8,775,450,78
UE-8,775,250,79
UE-8,775,50,80
UE-8,775,250,81
UE-8,775,450,82
UE-8,775,600,83
UE-8,775,450,84
UE-8,775,250,85
UE-8,775,50,86
UE-8,775,250,87
UE-8,775,450,88
UE-8,775,600,89
UE-8,775,450,90
UE-8,775,250,91
UE-8,775,50,92
UE-8,775,50,93
UE-8,775,250,94
UE-8,775,450,95
UE-8,775,600,96
UE-8,775,450,97
UE-8,775,250,98
UE-8,775,50,99
UE-8,775,250,100
UE-8,775,450,101
UE-8,775,600,102
UE-8,775,450,103
UE-8,775,250,104
UE-8,775,50,105
UE-8,775,250,106
UE-8,775,450,107
UE-8,775,600,108
UE-8,775,450,109
UE-8,775,250,110
UE-8,775,50,111
UE-8,775,250,112
UE-8,775,450,113
UE-8,775,600,114
UE-8,775,450,115
UE-8,775,250,116
UE-8,775,50,117
UE-8,775,250,118
UE-8,775,450,119
UE-8,775,600,120
,,,
UE-9,790,50,0
UE-9,790,250,1
UE-9,790,450,2
UE-9,790,600,3
UE-9,790,450,4
UE-9,790,250,5
UE-9,790,50,6
UE-9,790,250,7
UE-9,790,450,8
UE-9,790,600,9
UE-9,790,450,10
UE-9,790,250,11
UE-9,790,50,12
UE-9,790,250,13
UE-9,790,450,14
UE-9,790,600,15
UE-9,790,450,16
UE-9,790,250,17
UE-9,790,50,18
UE-9,790,250,19
UE-9,790,450,20
UE-9,790,600,21
UE-9,790,450,22
UE-9,790,250,23
UE-9,790,50,24
UE-9,790,250,25
UE-9,790,450,26
UE-9,790,600,27
UE-9,790,450,28
UE-9,790,250,29
UE-9,790,50,30
UE-9,790,50,31
UE-9,790,250,32
UE-9,790,450,33
UE-9,790,600,34
UE-9,790,450,35
UE-9,790,250,36
UE-9,790,50,37
UE-9,790,250,38
UE-9,790,450,39
UE-9,790,600,40
UE-9,790,450,41
UE-9,790,250,42
UE-9,790,50,43
UE-9,790,250,44
UE-9,790,450,45
UE-9,790,600,46
UE-9,790,450,47
UE-9,790,250,48
UE-9,790,50,49
UE-9,790,250,50
UE-9,790,450,51
UE-9,790,600,52
UE-9,790,450,53
UE-9,790,250,54
UE-9,790,50,55
UE-9,790,250,56
UE-9,790,450,57
UE-9,790,600,58
UE-9,790,450,59
UE-9,790,250,60
UE-9,790,50,61
UE-9,790,50,62
UE-9,790,250,63
UE-9,790,450,64
UE-9,790,600,65
UE-9,790,450,66
UE-9,790,250,67
UE-9,790,50,68
UE-9,790,250,69
UE-9,790,450,70
UE-9,790,600,71
UE-9,790,450,72
UE-9,790,250,73
UE-9,790,50,74
UE-9,790,250,75
UE-9,790,450,76
UE-9,790,600,77
UE-9,790,450,78
UE-9,790,250,79
UE-9,790,50,80
UE-9,790,250,81
UE-9,790,450,82
UE-9,790,600,83
UE-9,790,450,84
UE-9,790,250,85
UE-9,790,50,86
UE-9,790,250,87
UE-9,790,450,88
UE-9,790,600,89
UE-9,790,450,90
UE-9,790,250,91
UE-9,790,50,92
UE-9,790,50,93
UE-9,790,250,94
UE-9,790,450,95
UE-9,790,600,96
UE-9,790,450,97
UE-9,790,250,98
UE-9,790,50,99
UE-9,790,250,100
UE-9,790,450,101
UE-9,790,600,102
UE-9,790,450,103
UE-9,790,250,104
UE-9,790,50,105
UE-9,790,250,106
UE-9,790,450,107
UE-9,790,600,108
UE-9,790,450,109
UE-9,790,250,110
UE-9,790,50,111
UE-9,790,250,112
UE-9,790,450,113
UE-9,790,600,114
UE-9,790,450,115
UE-9,790,250,116
UE-9,790,50,117
UE-9,790,250,118
UE-9,790,450,119
UE-9,790,600,120
,,,
UE-10,50,570,0
UE-10,250,570,1
UE-10,450,570,2
UE-10,650,570,3
UE-10,750,570,4
UE-10,450,570,5
UE-10,250,570,6
UE-10,50,570,7
UE-10,250,570,8
UE-10,450,570,9
UE-10,650,570,10
UE-10,750,570,11
UE-10,450,570,12
UE-10,250,570,13
UE-10,50,570,14
UE-10,250,570,15
UE-10,450,570,16
UE-10,650,570,17
UE-10,750,570,18
UE-10,450,570,19
UE-10,250,570,20
UE-10,50,570,21
UE-10,250,570,22
UE-10,450,570,23
UE-10,650,570,24
UE-10,750,570,25
UE-10,450,570,26
UE-10,250,570,27
UE-10,50,570,28
UE-10,250,570,29
UE-10,450,570,30
UE-10,50,570,31
UE-10,250,570,32
UE-10,450,570,33
UE-10,650,570,34
UE-10,750,570,35
UE-10,450,570,36
UE-10,250,570,37
UE-10,50,570,38
UE-10,250,570,39
UE-10,450,570,40
UE-10,650,570,41
UE-10,750,570,42
UE-10,450,570,43
UE-10,250,570,44
UE-10,50,570,45
UE-10,250,570,46
UE-10,450,570,47
UE-10,650,570,48
UE-10,750,570,49
UE-10,450,570,50
UE-10,250,570,51
UE-10,50,570,52
UE-10,250,570,53
UE-10,450,570,54
UE-10,650,570,55
UE-10,750,570,56
UE-10,450,570,57
UE-10,250,570,58
UE-10,50,570,59
UE-10,250,570,60
UE-10,450,570,61
UE-10,50,570,62
UE-10,250,570,63
UE-10,450,570,64
UE-10,650,570,65
UE-10,750,570,66
UE-10,450,570,67
UE-10,250,570,68
UE-10,50,570,69
UE-10,250,570,70
UE-10,450,570,71
UE-10,650,570,72
UE-10,750,570,73
UE-10,450,570,74
UE-10,250,570,75
UE-10,50,570,76
UE-10,250,570,77
UE-10,450,570,78
UE-10,650,570,79
UE-10,750,570,80
UE-10,450,570,81
UE-10,250,570,82
UE-10,50,570,83
UE-10,250,570,84
UE-10,450,570,85
UE-10,650,570,86
UE-10,750,570,87
UE-10,450,570,88
UE-10,250,570,89
UE-10,50,570,90
UE-10,250,570,91
UE-10,450,570,92
UE-10,50,570,93
UE-10,250,570,94
UE-10,450,570,95
UE-10,650,570,96
UE-10,750,570,97
UE-10,450,570,98
UE-10,250,570,99
UE-10,50,570,100
UE-10,250,570,101
UE-10,450,570,102
UE-10,650,570,103
UE-10,750,570,104
UE-10,450,570,105
UE-10,250,570,106
UE-10,50,570,107
UE-10,250,570,108
UE-10,450,570,109
UE-10,650,570,110
UE-10,750,570,111
UE-10,450,570,112
UE-10,250,570,113
UE-10,50,570,114
UE-10,250,570,115
UE-10,450,570,116
UE-10,650,570,117
UE-10,750,570,118
UE-10,450,570,119
UE-10,250,570,120
,,,
UE-11,50,585,0
UE-11,250,585,1
UE-11,450,585,2
UE-11,650,585,3
UE-11,750,585,4
UE-11,450,585,5
UE-11,250,585,6
UE-11,50,585,7
UE-11,250,585,8
UE-11,450,585,9
UE-11,650,585,10
UE-11,750,585,11
UE-11,450,585,12
UE-11,250,585,13
UE-11,50,585,14
UE-11,250,585,15
UE-11,450,585,16
UE-11,650,585,17
UE-11,750,585,18
UE-11,450,585,19
UE-11,250,585,20
UE-11,50,585,21
UE-11,250,585,22
UE-11,450,585,23
UE-11,650,585,24
UE-11,750,585,25
UE-11,450,585,26
UE-11,250,585,27
UE-11,50,585,28
UE-11,250,585,29
UE-11,450,585,30
UE-11,50,585,31
UE-11,250,585,32
UE-11,450,585,33
UE-11,650,585,34
UE-11,750,585,35
UE-11,450,585,36
UE-11,250,585,37
UE-11,50,585,38
UE-11,250,585,39
UE-11,450,585,40
UE-11,650,585,41
UE-11,750,585,42
UE-11,450,585,43
UE-11,250,585,44
UE-11,50,585,45
UE-11,250,585,46
UE-11,450,585,47
UE-11,650,585,48
UE-11,750,585,49
UE-11,450,585,50
UE-11,250,585,51
UE-11,50,585,52
UE-11,250,585,53
UE-11,450,585,54
UE-11,650,585,55
