UE_ID,x,y,t
UE-5,150,450,6.0
UE-6,150,450,6.0
UE-4,317,450,7.0
UE-5,317,450,7.0
UE-6,317,450,7.0
UE-4,484,450,8.0
UE-5,484,450,8.0
UE-6,484,450,8.0
UE-4,650,450,9.0
UE-5,650,450,9.0
UE-6,650,450,9.0
UE-4,483,450,10.0
UE-5,483,450,10.0
UE-6,483,450,10.0
UE-4,316,450,11.0
UE-5,316,450,11.0
UE-6,316,450,11.0
UE-4,150,450,12.0
UE-5,150,450,12.0
UE-6,150,450,12.0
UE-4,317,450,13.0
UE-5,317,450,13.0
UE-6,317,450,13.0
UE-4,484,450,14.0
UE-5,484,450,14.0
UE-6,484,450,14.0
UE-4,650,450,15.0
UE-5,650,450,15.0
UE-6,650,450,15.0
UE-4,483,450,16.0
UE-5,483,450,16.0
UE-6,483,450,16.0
UE-4,316,450,17.0
UE-5,316,450,17.0
UE-6,316,450,17.0
UE-4,150,450,18.0
UE-5,150,450,18.0
UE-6,150,450,18.0
UE-4,317,450,19.0
UE-5,317,450,19.0
UE-6,317,450,19.0
UE-4,484,450,20.0
UE-5,484,450,20.0
UE-6,484,450,20.0
UE-4,650,450,21.0
UE-5,650,450,21.0
UE-6,650,450,21.0
UE-4,483,450,22.0
UE-5,483,450,22.0
UE-6,483,450,22.0
UE-4,316,450,23.0
UE-5,316,450,23.0
UE-6,316,450,23.0
UE-4,150,450,24.0
UE-5,150,450,24.0
UE-6,150,450,24.0
UE-4,317,450,25.0
UE-5,317,450,25.0
UE-6,317,450,25.0
UE-4,484,450,26.0
UE-5,484,450,26.0
UE-6,484,450,26.0
UE-4,650,450,27.0
UE-5,650,450,27.0
UE-6,650,450,27.0
UE-4,483,450,28.0
UE-5,483,450,28.0
UE-6,483,450,28.0
UE-4,316,450,29.0
UE-5,316,450,29.0
UE-6,316,450,29.0
UE-4,150,450,30.0
UE-5,150,450,30.0
UE-6,150,450,30.0
UE-7,100,100,0.0
UE-7,120,112,1.0
UE-7,140,124,2.0
UE-7,160,136,3.0
UE-7,180,148,4.0
UE-7,200,160,5.0
UE-7,220,172,6.0
UE-7,240,184,7.0
UE-7,260,196,8.0
UE-7,280,208,9.0
UE-7,300,220,10.0
UE-7,320,232,11.0
UE-7,340,244,12.0
UE-7,360,256,13.0
UE-7,380,268,14.0
UE-7,400,280,15.0
UE-7,420,292,16.0
UE-7,440,304,17.0
UE-7,460,316,18.0
UE-7,480,328,19.0
UE-7,100,340,20.0
UE-7,120,352,21.0
UE-7,140,364,22.0
UE-7,160,376,23.0
UE-7,180,388,24.0
UE-7,200,400,25.0
UE-7,220,412,26.0
UE-7,240,424,27.0
UE-7,260,436,28.0
UE-7,280,448,29.0
UE-7,300,460,30.0
UE-8,600,300,0.0
UE-8,595,331,1.0
UE-8,582,361,2.0
UE-8,561,388,3.0
UE-8,533,411,4.0
UE-8,500,429,5.0
UE-8,461,442,6.0
UE-8,420,449,7.0
UE-8,380,449,8.0
UE-8,339,442,9.0
UE-8,301,429,10.0
UE-8,267,411,11.0
UE-8,239,388,12.0
UE-8,218,361,13.0
UE-8,205,331,14.0
UE-8,200,300,15.0
UE-8,205,269,16.0
UE-8,218,239,17.0
UE-8,239,212,18.0
UE-8,267,189,19.0
UE-8,300,171,20.0
UE-8,339,158,21.0
UE-8,380,151,22.0
UE-8,420,151,23.0
UE-8,461,158,24.0
UE-8,500,171,25.0
UE-8,533,189,26.0
UE-8,561,212,27.0
UE-8,582,239,28.0
UE-8,595,269,29.0
UE-8,600,300,30.0
UE-9,100,300,0.0
UE-9,105,300,1.0
UE-9,110,300,2.0
UE-9,115,300,3.0
UE-9,120,300,4.0
UE-9,125,300,5.0
UE-9,130,300,6.0
UE-9,135,300,7.0
UE-9,140,300,8.0
UE-9,145,300,9.0
UE-9,150,300,10.0
UE-9,155,300,11.0
UE-9,160,300,12.0
UE-9,165,300,13.0
UE-9,170,300,14.0
UE-9,175,300,15.0
UE-9,180,300,16.0
UE-9,185,300,17.0
UE-9,190,300,18.0
UE-9,195,300,19.0
UE-9,200,300,20.0
UE-9,205,300,21.0
UE-9,210,300,22.0
UE-9,215,300,23.0
UE-9,220,300,24.0
UE-9,225,300,25.0
UE-9,230,300,26.0
UE-9,235,300,27.0
UE-9,240,300,28.0
UE-9,245,300,29.0
UE-9,250,300,30.0
UE-10,200,100,0.0
UE-10,200,110,1.0
UE-10,200,120,2.0
UE-10,200,130,3.0
UE-10,200,140,4.0
UE-10,200,150,5.0
UE-10,200,160,6.0
UE-10,200,170,7.0
UE-10,200,180,8.0
UE-10,200,190,9.0
UE-10,200,200,10.0
UE-10,200,210,11.0
UE-10,200,220,12.0
UE-10,200,230,13.0
UE-10,200,240,14.0
UE-10,200,250,15.0
UE-10,200,260,16.0
UE-10,200,270,17.0
UE-10,200,280,18.0
UE-10,200,290,19.0
UE-10,200,300,20.0
UE-10,200,310,21.0
UE-10,200,320,22.0
UE-10,200,330,23.0
UE-10,200,340,24.0
UE-10,200,350,25.0
UE-10,200,360,26.0
UE-10,200,370,27.0
UE-10,200,380,28.0
UE-10,200,390,29.0
UE-10,200,400,30.0
UE-11,350,250,0.0
UE-11,357,255,1.0
UE-11,364,260,2.0
UE-11,371,265,3.0
UE-11,378,270,4.0
UE-11,385,275,5.0
UE-11,392,280,6.0
UE-11,399,285,7.0
UE-11,406,290,8.0
UE-11,413,295,9.0
UE-11,420,300,10.0
UE-11,427,305,11.0
UE-11,434,310,12.0
UE-11,441,315,13.0
UE-11,448,320,14.0
UE-11,355,325,15.0
UE-11,362,330,16.0
UE-11,369,335,17.0
UE-11,376,340,18.0
UE-11,383,345,19.0
UE-11,390,250,20.0
UE-11,397,255,21.0
UE-11,404,260,22.0
UE-11,411,265,23.0
UE-11,418,270,24.0
UE-11,425,275,25.0
UE-11,432,280,26.0
UE-11,439,285,27.0
UE-11,446,290,28.0
UE-11,353,295,29.0
UE-11,360,300,30.0
